Year,Region Code,Region,BNF Chemical Substance Code,BNF Chemical Substance,BNF Product Code,BNF Product,Items,Total number of unique identified patients,Patient Identified (Y/N),Patient Age Band (Years old),Gender,Net Ingredient Cost (£)
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,589,512,Y,50-59,Male,"46,216.80"
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,"1,488","1,299",Y,60+,Female,"121,245.74"
Dec 22 - Nov 23,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,"1,700","1,474",Y,60+,Male,"137,623.36"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,2,0,N,30-39,Not Known (not recorded),274.68
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,4,0,N,40-49,Not Known (not recorded),313.92
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,8,0,N,50-59,Not Known (not recorded),"1,294.92"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,19,0,N,60+,Not Known (not recorded),"1,883.52"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,19,17,Y,18-29,Female,"2,079.72"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,9,7,Y,18-29,Male,863.28
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,66,61,Y,30-39,Female,"6,356.88"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,22,17,Y,30-39,Male,"2,275.92"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,317,275,Y,40-49,Female,"31,784.40"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,181,159,Y,40-49,Male,"18,207.36"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,833,709,Y,50-59,Female,"96,648.12"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,791,687,Y,50-59,Male,"89,467.20"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,"2,442","2,090",Y,60+,Female,"269,892.72"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,"2,527","2,198",Y,60+,Male,"287,197.56"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,1,0,N,18-29,Not Known (not recorded),156.96
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,3,0,N,30-39,Not Known (not recorded),274.68
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,13,0,N,40-49,Not Known (not recorded),"1,177.20"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,36,0,N,50-59,Not Known (not recorded),"3,531.60"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,111,0,N,60+,Not Known (not recorded),"10,163.16"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,264,230,Y,18-29,Female,"25,898.40"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,55,44,Y,18-29,Male,"5,611.32"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,629,543,Y,30-39,Female,"62,077.68"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,247,218,Y,30-39,Male,"26,290.80"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,"1,973","1,659",Y,40-49,Female,"196,082.28"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,"1,171",979,Y,40-49,Male,"117,798.48"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,"4,421","3,739",Y,50-59,Female,"447,100.56"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,"3,562","3,053",Y,50-59,Male,"359,477.64"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,"8,353","7,156",Y,60+,Female,"846,210.60"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,"9,071","7,772",Y,60+,Male,"934,068.96"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,3,0,N,50-59,Not Known (not recorded),627.84
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,1,0,N,60+,Not Known (not recorded),117.72
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,27,27,Y,18-29,Female,"4,434.12"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,28,27,Y,30-39,Female,"4,551.84"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,25,19,Y,30-39,Male,"4,473.36"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,109,89,Y,40-49,Female,"16,245.36"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,9,8,Y,40-49,Male,"1,098.72"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,171,139,Y,50-59,Female,"27,899.64"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,93,77,Y,50-59,Male,"18,482.04"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,128,114,Y,60+,Female,"22,170.60"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,88,74,Y,60+,Male,"16,323.84"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,8,0,N,60+,Not Known (not recorded),463.44
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,12,11,Y,18-29,Male,695.16
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,4,3,Y,30-39,Female,231.72
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,1,1,Y,30-39,Male,57.93
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,43,37,Y,40-49,Female,"2,751.73"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,38,33,Y,40-49,Male,"2,490.99"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,83,61,Y,50-59,Female,"5,039.94"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,138,115,Y,50-59,Male,"8,805.39"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,363,315,Y,60+,Female,"21,763.54"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,459,395,Y,60+,Male,"29,457.47"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,2,2,Y,30-39,Female,115.86
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,6,5,Y,40-49,Male,347.58
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,25,24,Y,50-59,Female,"1,679.97"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,40,35,Y,50-59,Male,"2,317.20"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,109,92,Y,60+,Female,"6,777.81"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,104,90,Y,60+,Male,"6,777.81"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,2,0,N,30-39,Not Known (not recorded),146.5
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,1,0,N,40-49,Not Known (not recorded),73.25
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,5,0,N,50-59,Not Known (not recorded),366.25
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,16,0,N,60+,Not Known (not recorded),"1,172.00"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,13,10,Y,18-29,Female,"1,098.75"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,35,26,Y,18-29,Male,"2,563.75"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,199,163,Y,30-39,Female,"15,840.31"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,220,177,Y,30-39,Male,"16,151.59"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,788,680,Y,40-49,Female,"62,848.55"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,853,726,Y,40-49,Male,"70,594.71"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"1,944","1,645",Y,50-59,Female,"154,392.71"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"2,284","1,954",Y,50-59,Male,"188,545.54"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"4,423","3,747",Y,60+,Female,"355,060.89"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"5,803","4,991",Y,60+,Male,"480,208.83"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,1,0,N,18-29,Not Known (not recorded),73.25
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,8,0,N,30-39,Not Known (not recorded),586
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,32,0,N,40-49,Not Known (not recorded),"2,289.07"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,163,0,N,50-59,Not Known (not recorded),"12,159.50"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,296,0,N,60+,Not Known (not recorded),"22,048.26"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,604,488,Y,18-29,Female,"43,748.47"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,200,176,Y,18-29,Male,"15,455.75"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"2,662","2,225",Y,30-39,Female,"201,199.34"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"1,680","1,435",Y,30-39,Male,"129,121.40"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"8,951","7,622",Y,40-49,Female,"683,697.16"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"7,022","6,043",Y,40-49,Male,"544,192.64"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"22,441","18,948",Y,50-59,Female,"1,731,171.85"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"22,257","18,936",Y,50-59,Male,"1,724,817.41"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,1,1,Y,50-59,Not Known (not recorded),73.25
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"38,843","33,065",Y,60+,Female,"3,046,852.21"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"50,225","42,780",Y,60+,Male,"3,928,141.24"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUAA,Ins degludec/liraglutide,10,10,Y,50-59,Female,"1,910.60"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUAA,Ins degludec/liraglutide,5,3,Y,50-59,Male,955.3
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUAA,Ins degludec/liraglutide,33,31,Y,60+,Female,"4,872.06"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUAA,Ins degludec/liraglutide,21,14,Y,60+,Male,"2,961.45"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,4,0,N,50-59,Not Known (not recorded),413.96
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,12,0,N,60+,Not Known (not recorded),"1,528.48"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,9,9,Y,18-29,Female,859.77
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,4,4,Y,18-29,Male,382.12
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,41,35,Y,30-39,Female,"5,094.95"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,47,39,Y,40-49,Female,"6,050.25"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,75,60,Y,40-49,Male,"7,451.34"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,404,344,Y,50-59,Female,"49,866.68"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,232,192,Y,50-59,Male,"32,766.70"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,788,688,Y,60+,Female,"99,605.93"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,643,543,Y,60+,Male,"88,906.55"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,1,0,N,40-49,Not Known (not recorded),73.25
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,2,0,N,50-59,Not Known (not recorded),439.5
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,15,0,N,60+,Not Known (not recorded),"2,856.75"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,35,30,Y,18-29,Female,"4,102.00"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,25,21,Y,18-29,Male,"3,662.50"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,107,94,Y,30-39,Female,"11,646.75"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,156,127,Y,30-39,Male,"17,360.25"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,515,406,Y,40-49,Female,"61,530.00"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,369,303,Y,40-49,Male,"44,243.00"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"1,016",819,Y,50-59,Female,"109,069.25"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,697,577,Y,50-59,Male,"87,021.00"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"1,105",926,Y,60+,Female,"129,139.75"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"1,512","1,254",Y,60+,Male,"181,440.25"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,2,0,N,18-29,Not Known (not recorded),366.25
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,10,0,N,30-39,Not Known (not recorded),"1,098.75"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,31,0,N,40-49,Not Known (not recorded),"2,637.00"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,94,0,N,50-59,Not Known (not recorded),"7,544.75"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,176,0,N,60+,Not Known (not recorded),"14,357.00"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,532,452,Y,18-29,Female,"53,692.25"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,208,177,Y,18-29,Male,"21,535.50"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,"2,362","1,904",Y,30-39,Female,"232,861.75"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,"1,125",926,Y,30-39,Male,"106,505.50"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,"6,612","5,480",Y,40-49,Female,"623,064.50"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,"4,854","3,967",Y,40-49,Male,"459,863.50"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,"13,706","11,253",Y,50-59,Female,"1,232,651.00"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,"12,112","9,998",Y,50-59,Male,"1,121,823.75"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,"18,728","15,348",Y,60+,Female,"1,711,193.25"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,"22,636","18,732",Y,60+,Male,"2,064,624.50"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,1,1,Y,50-59,Male,140
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0AA,Exenatide,6,0,N,60+,Not Known (not recorded),465.75
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0AA,Exenatide,12,11,Y,18-29,Female,931.5
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0AA,Exenatide,19,13,Y,30-39,Female,"1,402.37"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0AA,Exenatide,14,12,Y,30-39,Male,"1,543.97"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0AA,Exenatide,75,66,Y,40-49,Female,"6,502.59"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0AA,Exenatide,53,45,Y,40-49,Male,"4,135.45"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0AA,Exenatide,291,252,Y,50-59,Female,"25,199.97"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0AA,Exenatide,240,214,Y,50-59,Male,"21,211.24"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0AA,Exenatide,942,801,Y,60+,Female,"85,821.62"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0AA,Exenatide,"1,084",955,Y,60+,Male,"102,306.28"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BB,Byetta,5,0,N,60+,Not Known (not recorded),409.45
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BB,Byetta,2,2,Y,40-49,Female,655.12
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BB,Byetta,50,47,Y,50-59,Female,"4,176.39"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BB,Byetta,37,34,Y,50-59,Male,"3,848.83"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BB,Byetta,136,120,Y,60+,Female,"12,201.61"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BB,Byetta,232,202,Y,60+,Male,"20,472.50"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BC,Bydureon,2,0,N,40-49,Not Known (not recorded),146.72
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BC,Bydureon,9,0,N,50-59,Not Known (not recorded),660.24
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BC,Bydureon,38,0,N,60+,Not Known (not recorded),"2,695.98"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BC,Bydureon,13,11,Y,18-29,Female,953.68
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BC,Bydureon,2,2,Y,18-29,Male,146.72
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BC,Bydureon,44,42,Y,30-39,Female,"3,851.40"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BC,Bydureon,38,30,Y,30-39,Male,"2,787.68"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BC,Bydureon,166,141,Y,40-49,Female,"11,994.36"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BC,Bydureon,170,149,Y,40-49,Male,"12,911.36"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BC,Bydureon,386,336,Y,50-59,Female,"28,903.84"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BC,Bydureon,514,454,Y,50-59,Male,"40,641.44"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BC,Bydureon,"1,309","1,094",Y,60+,Female,"96,743.50"
Dec 22 - Nov 23,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BC,Bydureon,"1,627","1,404",Y,60+,Male,"124,767.02"
Dec 22 - Nov 23,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,1,0,N,30-39,Not Known (not recorded),117.72
Dec 22 - Nov 23,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,1,0,N,50-59,Not Known (not recorded),235.44
Dec 22 - Nov 23,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,11,0,N,60+,Not Known (not recorded),"1,137.96"
Dec 22 - Nov 23,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,118,88,Y,18-29,Female,"11,065.68"
Dec 22 - Nov 23,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,22,18,Y,18-29,Male,"1,765.80"
Dec 22 - Nov 23,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,395,320,Y,30-39,Female,"44,694.36"
Dec 22 - Nov 23,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,178,158,Y,30-39,Male,"18,442.80"
Dec 22 - Nov 23,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,"1,179",994,Y,40-49,Female,"132,435.00"
Dec 22 - Nov 23,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,763,647,Y,40-49,Male,"80,795.16"
